,fold_0_train,fold_0_val,fold_0_test,fold_1_train,fold_1_val,fold_1_test,fold_2_train,fold_2_val,fold_2_test,fold_3_train,fold_3_val,fold_3_test,fold_4_train,fold_4_val,fold_4_test
30,6.7.367.917759.3.703.7.4511341877.1525827247.015765,0.9.93.983079.27.6.0.6.19631986969.8509031272007.7,8.2.43.374515.96.3.4.6.662724813746633.4097877722127.6,9.6.51.792486.26.6.7.0.849940717441282.4180538469979.8,0.7.17.967858.40.5.2.6.23034788595.2626143015024.6,3.6.92.232606.37.5.0.1.20829405616.5546701981232.1,2.4.160.952173.7.077.7.7072678397.9390139527.777782,5.6.73.861772.82.2.5.8.07028112816.1499877775165.5,1.4.70.936248.91.2.5.9.24555156450.3312273471621.3,5.9.10.735426.83.7.9.3.69681334856.6056162234620.1,4.2.50.900111.33.7.7.5.24898401327.9766103481176.3,8.5.768.893987.8.449.3.0466439614.4445233894.646429,6.3.665.098086.0.667.2.4677640199.4995571371.198202,2.7.128.785371.4.899.1.5982854721.8753199671.151037,5.3.908.715718.9.332.7.8922736434.6045730997.17377
31,2.1.906.502614.4.596.5.1237836445.2909652726.039516,8.4.61.679963.23.8.0.1.99189440705.3916383178263.7,4.6.15.275725.76.2.6.9.83388893695.3419328755117.4,4.7.68.187659.28.8.7.1.247668570269561.9608744818872.3,8.4.63.947373.54.7.5.3.334615498631240.7336512992690.5,0.3.85.035841.40.5.9.9.33377142266.5961436225223.5,2.4.34.271347.07.7.0.7.56390680433.8222379197555.2,0.2.64.750197.62.7.5.4.92985056361.3436655632233.2,9.5.87.442629.66.2.3.4.138801703713035.8957923591241.5,9.4.41.185751.92.3.7.0.14569685777.4821264420357.2,2.6.68.337442.48.8.4.3.99993514744.7426327108929.5,6.5.40.393935.25.5.2.5.26187616338.8989849463778.1,2.5.79.599986.76.8.7.3.066506745753223.6689806741653.6,4.3.08.953059.94.3.2.8.12952293543.5984226134591.0,5.4.832.248101.6.840.7.9630864133.0206578794.34051
32,5.2.285.455992.0.014.3.1819823104.3607710804.944717,1.4.83.590998.73.4.6.9.08960998720.4597896840227.8,4.9.17.676479.67.5.3.9.97130076446.7014333446264.5,9.7.50.258435.02.0.0.1.28254302552.7768930254685.5,8.0.680.852711.5.562.6.9462615888.8641612301.376375,0.2.56.652803.86.601355047207.5787.7839605930325,7.5.95.794712.64.8.5.5.55151997388.8732423126069.3,0.2.344.126909.5.327.0.8186628721.9781457399.676847,5.2.77.653609.59.0.4.1.96269791236.8984134177251.9,3.7.455.454494.5.560.2.5304420357.0912811722.070207,0.7.932.730373.7.714.3.3319545474.2112733471.034388,8.6.96.312217.07.6.6.5.72532474727.6303474776494.7,0.5.833.690930.0.767.2.4490543160.9055595333.848996,2.4.43.113483.20.7.0.0.28134092966.8424494012432.3,9.8.72.420191.88.6.8.6.761720445581453.3096727158294.5
33,8.1.58.864304.12.0.7.1.479744284257564.1218959205239.1,9.7.33.559655.95.3.6.5.49983843212.1618879827044.5,6.7.507.436796.9.583.9.5380444977.8022830015.214501,3.1.164.326035.9.266.4.0336666683.1528518095.000439,3.3.59.083164.57.1.8.4.072835093881308.5790996236274.5,8.4.783.948113.0.172.7.8937331607.9666019795.588707,9.6.81.751655.37.4.2.7.873172532428374.3538915510910.0,0.5.944.372075.1.532.2.4174356682.7039013833.735478,7.7.741.612632.6.200.2.4058094783.8071711615.15133,6.4.12.378800.11.8.5.8.428215269100093.8583502267217.1,3.9.570.732269.6.051.4.3094313449.8399018502.551516,6.1.71.036340.55.9.9.7.52942635678.2694011065049.1,4.2.92.383916.80.2.9.7.89586270242.0934658317775.9,7.4.21.768058.14.8.4.8.03926783260.7891772185823.6,4.0.09.034323.93.1.7.5.14607302569949.3279570273566.8
34,0.0.807.607370.3.069.1.6247372203.6844188539.995614,6.3.26.655567.44.1.5.6.14016878815.2490749209158.2,2.3.36.181910.76.3.4.4.82327699682824.5286496716587.1,9.8.31.839278.49.8.0.8.81378152871.7278594733936.4,0.2.20.849010.85.3.6.0.31643611457.6377676629150.1,2.3.031.808060.4.844.0.9707551331.7177361597.224489,3.0.55.833154.41.4.0.2.31970347181244.1641780505508.2,7.3.79.998987.92.4.7.6.693394501348268.0797950786037.1,1.0.151.789322.8.144.8.4069395931.8562875711.025159,0.6.67.507321.86.9.2.8.93908638525.8553980120268.3,2.7.08.744769.93.9.1.2.14855723271.7269094110026.7,1.0.43.351238.62.5.5.7.86075927443.3996329032891.4,1.9.12.526877.59.8.9.6.82498883985.1833592724385.0,2.5.499.745253.4.338.2.2139017402.8397690914.256844,0.8.76.486505.34.3.3.7.149330976654996.0660789028620.0
35,5.8.420.598901.1.815.7.5722163658.4436560812.424519,4.7.75.574639.43.6.8.4.649207382924268.2963195492804.2,1.6.53.569262.79.7.3.4.247942279931604.0391868459024.8,6.4.01.548502.48.4.9.3.151792907193550.7708216472904.1,1.2.940.130770.0.327.7.0849861394.6439541691.354277,0.2.45.999438.11.393606772672.0431.9155143282453,4.6.70.455913.47.9.0.7.74904723748.1062795273912.5,1.8.49.144977.11.1.7.5.69874687403.5495112771894.4,8.6.89.916237.58.6.5.8.04343634306.0387749462450.8,5.2.84.938281.83.2.7.4.244568900316560.0150541604420.3,5.8.737.928986.3.543.4.0807035629.2078520039.565021,9.6.03.063639.93.0.7.6.400640347947469.7278202086974.3,8.8.45.343338.36.5.5.3.51550265253.6498507900788.7,2.7.647.957198.5.981.5.7161871051.4256569939.414298,7.6.14.620536.50.4.8.1.62311577773.4905672214168.6
36,2.0.092.601186.1.163.2.6061626515.6979515356.575899,7.7.18.044982.76.5.8.8.09811672157.7571016849054.4,3.8.752.610039.2.395.7.2091752195.6887541058.705418,0.5.73.979899.79.2.9.9.400008025024361.6719397106814.4,7.6.729.630201.0.127.4.5561088003.7732091872.255075,4.0.64.964857.98.5.2.0.312906423649460.1528530952833.2,2.7.689.041996.3.961.7.0451465682.9188358291.949063,1.6.765.151467.6.637.2.3442999605.1183363555.339316,5.3.91.437108.14.8.5.5.49515187573.6500956844178.3,1.1.55.176763.33.1.6.0.65850917542.6756474539325.0,9.2.899.363218.9.311.2.1162835205.6689624910.047636,1.1.16.982787.01.7.0.5.10524490173.0296765631819.6,3.2.45.471105.20.3.2.6.40221584342.5039141461128.4,1.8.90.576017.58.8.5.6.701555059826821.1119816772143.5,7.3.47.722326.35.1.7.3.72771274713.1607869729655.9
37,6.4.04.197260.09.5.2.8.591478971047856.1513966672629.4,1.1.17.660499.36.1.2.4.292645484134864.4870531138882.9,7.9.32.904472.62.9.0.5.487059643394958.9404519213491.5,1.2.02.656307.72.5.3.8.96837525067.9071124478209.8,4.9.552.500987.9.036.9.9977975996.6783903341.503061,9.8.970.587637.2.536.3.1082977010.1521599761.390456,5.8.52.728714.68.2.7.3.80397784355.5096152453558.7,1.4.96.142400.96.1.5.6.32055236058.4573056103793.5,2.3.864.744111.4.250.3.3420403045.9470208153.591118,5.1.366.412760.1.148.0.9205282681.3981689437.406929,8.0.60.004861.98.4.6.9.55121223120.5943610119913.9,4.5.507.675619.7.757.9.7887823264.8763871441.751762,9.9.75.469183.60.0.1.4.520649755159260.5357869697319.1,5.9.861.727173.8.130.3.9714750913.1577770139.858378,7.4.37.901772.31.7.1.2.638254911426317.5488834423781.4
38,3.2.541.921544.8.398.2.1002134130.3563748024.360347,6.3.67.310773.13.5.6.5.30789609160.3002028472110.5,5.4.82.247318.01.5.0.8.17139505969.8725346853140.8,1.6.14.395864.01.7.2.7.60900055221.8098480806092.4,6.8.516.576020.8.015.8.7050000407.5998680695.412151,5.5.89.659219.23.7.5.1.12530956183.1995375052761.0,4.2.52.390585.44.7.2.2.94591774079.2769173817548.8,4.9.066.404922.0.421.5.5668376435.2822950378.546423,3.2.23.707963.33.1.4.9.56307091445.6226752158524.5,0.1.413.902714.6.142.3.9886898335.1706882279.51828,9.6.24.335384.78.7.5.9.31357074062.6400494806427.8,8.5.851.446521.4.395.8.8094041272.6705557549.895108,8.0.596.662507.3.998.6.6516097999.5571987326.321217,5.6.69.761764.50.5.0.8.95523007886.6100831692283.2,6.7.77.877720.45.1.4.6.66415467579.5922790521364.2
39,3.1.67.999377.00.2.7.6.85757370272.0912252264683.0,1.5.818.090219.2.827.4.5202551194.6624761268.422345,2.5.320.566677.1.768.6.3237632718.6549930297.739726,4.9.58.040458.56.0.5.4.92742629342.4630834053277.8,3.6.96.909779.33.2.9.1.70985730014.2618593527860.4,0.0.96.373693.54.8.3.9.43665039440.2525305788021.5,1.6.109.544431.5.736.0.6016102305.5791147795.962075,8.6.470.969998.7.754.7.4431630879.0931608554.930933,5.7.25.525371.84.1.5.3.18698072387.7041344353851.3,0.9.896.534660.5.358.7.5759085087.6439811954.063335,4.6.42.437159.64.6.9.5.205765996550399.1246521929938.8,8.4.51.193802.70.9.2.9.62289413787.3878367820014.2,5.1.96.177879.97.9.9.3.630948221433331.3775347631031.0,2.7.47.607649.72.4.1.6.55390193151.1912673379710.5,6.2.23.686495.96.5.5.4.33968582828.1730431036499.1
40,9.9.233.391210.1.871.4.2128427290.3815019850.282546,6.4.51.430096.73.6.1.2.55610526413.2653334232385.6,5.5.20.687267.99.3.2.7.21722285126.2735964850514.5,2.0.75.880308.12.9.8.2.56476470692.9088007545504.8,6.2.94.609194.96.3.4.9.26639180759.3758114315152.7,3.1.013.566404.0.790.7.0787936741.3930369930.004809,0.4.49.023713.97.4.1.4.05213552269.7779754057875.9,2.7.69.418568.09.5.3.1.09207092492.7586045194358.5,4.9.021.067347.7.877.5.0622063471.1914034526.752909,9.8.374.870882.4.026.3.5448373419.2710927851.117799,5.4.79.022431.77.0.6.0.121572050223125.3670505860504.4,4.8.21.640819.69.5.7.3.42977096821.7300307113349.9,0.5.832.336206.7.375.9.3852232553.6282683408.991171,7.5.21.847276.02.6.0.3.539238812733123.3231694698023.4,9.9.54.046678.07.7.7.3.87488832900.5946336769072.7
41,6.5.014.469589.0.467.0.6856460943.0485947431.012903,9.8.80.626113.84.7.3.7.134138734435139.5421418213840.4,2.7.809.722096.5.058.0.3607208984.0066835121.726950,0.0.348.453942.1.722.6.8895599526.9713967920.267768,3.5.70.569404.68.9.0.7.76624853549.3119268193272.3,5.1.90.561288.15.0.6.6.38656776955419.7734428568825.3,0.2.06.392295.08.8.5.9.953398382494060.4194672324058.0,1.4.64.011445.30.035316403752.7476.3745907551102,1.6.733.427245.0.689.4.1589115886.5159475557.586954,5.6.62.993782.83.7.9.1.266600598744508.4330497278458.8,0.2.77.640956.67.0.5.7.865404626683033.0447506397915.2,0.1.34.886360.40.0.1.1.468563268420984.8416389662153.1,2.6.45.286605.86.9.7.9.85968529241.4860702548544.5,9.2.329.352361.7.960.4.0633796004.1617062610.348062,6.4.74.398227.42.3.3.3.387291550152463.4791250618103.9
42,4.8.95.822957.18.9.8.2.130225140758465.4755701774812.1,6.4.820.627812.7.839.7.7740338761.9852083749.360757,0.5.767.422554.4.924.9.2590972623.5090112645.837386,0.5.60.493663.68.9.4.2.97660685595.4708498275832.1,0.7.03.784851.80.5.3.4.883953416980124.4231546820087.7,5.3.59.642594.86.7.6.3.04887482967.3516795047008.9,6.5.71.004446.65.7.5.8.83159892128.2062365107759.8,6.1.39.195072.71.2.8.3.04224066825.1167520386249.6,6.7.857.154297.2.828.6.4571999442.1006147551.455169,7.1.06.262568.32.7.2.4.445371297803186.6613600979838.7,9.8.08.387745.53.5.4.2.445920410590102.4859659892229.6,8.1.38.567666.13.3.8.5.495703552664400.3974686710850.2,9.4.766.264395.0.245.7.8420714344.1243503671.145034,5.2.655.064047.6.994.7.0525487072.8672007961.095378,4.9.62.312052.07.8.3.6.39628001791.2163309806900.2
43,9.2.56.439148.45.5.4.5.55635882305.6125545104804.6,0.1.33.938549.69.3.4.9.42694786170.8946305216395.8,5.7.253.741544.4.917.7.5443523373.5964639886.885165,6.3.14.047334.14.2.2.1.31638817671.0864122752151.5,9.5.05.095513.96.2.2.4.26108827907.8495047015568.9,1.2.77.239891.39.4.6.0.31871927336.1175762224711.1,6.0.33.962793.12.1.6.0.13013040012.7262528021761.6,3.2.357.207813.9.011.4.9169891365.3740523392.646502,8.2.431.855631.6.828.7.3510574520.5170759560.832730,6.2.68.675193.36.7.7.0.12612344909.5964107510190.8,4.8.41.794337.46.6.2.2.93763357756.9405582185199.4,8.1.95.894620.15.9.5.1.39818263462.4482730691554.5,9.5.13.196978.46.2.0.2.89393670423521.6392602013143.3,5.1.94.375358.46.6.2.9.94381456563006.8549307992104.8,5.2.223.895789.6.457.1.4218426254.0735498902.610478
44,1.7.26.841834.45.4.6.7.46723479755.7397081916350.7,9.4.23.247964.33.1.3.4.30600819373.3705447348836.7,0.8.56.572346.89.7.8.4.78014898804.6804611884553.6,2.5.72.444488.00.7.4.3.61263330420.0342017449472.3,8.8.30.258248.89.5.0.6.27915259873.3603913914993.5,9.3.578.717257.5.170.8.0359441491.8144661836.818782,8.9.21.023760.16.349196103391.3968.3910417827585,7.8.77.769124.33.9.0.9.57518917041.4982414134585.7,5.2.27.494437.91.8.8.4.10198461793.4472349295194.2,3.1.694.151630.7.805.9.4657571980.8461161501.157985,5.1.00.394115.96.8.6.7.755264716869769.6821075480885.2,4.2.30.425965.04.2.5.5.373276713898211.0226029160072.1,6.2.50.911981.16.2.1.6.352966676826897.1510311016760.3,8.2.449.223739.2.737.4.6108413982.6016083198.373551,1.6.934.313177.7.807.6.1261136675.0330700465.933359
45,1.2.51.808798.53.2.5.1.70853551284.4644755311229.7,1.0.54.850181.90.9.1.3.691159909132922.4855426660365.5,2.4.43.113483.20.7.0.0.28134092966.8424494012432.3,6.4.07.167633.38.1.8.1.152225679363081.7505630524868.9,6.3.87.985274.10.7.2.7.957509161220709.5803603816177.6,1.4.49.243023.39.3.7.8.048161603256458.7731887528417.9,2.7.99.187395.50.8.9.5.493327489693646.5091118999078.0,3.0.05.950799.32.7.9.8.96607633973.6754372590244.7,5.9.48.541802.39.2.6.0.56568305496571.7962338747728.7,0.3.635.204342.5.425.3.4447019499.1369612218.882321,7.1.14.802271.51.7.2.4.23824228126.8085131631738.2,3.8.30.932346.51.0.3.5.386339180128405.7845665716709.0,1.2.876.315499.3.209.6.4615451811.3413142086.688238,2.0.072.414431.9.024.9.5557736044.9941333047.930677,8.2.217.067672.9.488.2.4846451555.9149394229.092136
46,9.5.39.411359.37.5.5.0.46589802821.0801001336683.0,5.5.10.230144.01.5.3.3.16023675754627.5836312222436.5,5.1.07.858282.03.1.7.5.117330639421835.5622527743535.8,8.9.09.157372.96.1.4.5.32405878614.0572146237882.4,3.6.37.353882.52.7.4.1.32462934468.0541519751488.1,5.4.27.352635.98.7.4.1.09048145200.8711945451352.6,4.3.36.994290.11.1.5.8.33993266368.7131954924294.9,5.6.73.330504.63.4.2.6.30104276271681.0955900909541.3,5.1.71.572762.62.1.4.6.59707113481.6218453648434.7,0.6.976.696912.6.828.6.1620656121.2011920963.58798,9.6.13.597256.31.8.8.1.68380363435.4967414854720.7,3.1.223.841724.6.911.7.0497561510.3642084085.732751,7.7.717.659467.5.731.2.8738539950.9548944332.745479,7.1.404.266302.4.043.0.4057971388.0328288434.728895,7.1.432.775160.9.866.7.8442164908.4558014323.235568
47,1.3.01.239555.58.4.6.7.969367501981442.3217033815535.4,9.3.68.940093.02.5.0.4.14412055736.9368313532411.6,3.6.96.151772.59.9.9.3.37008784875.2794225672243.5,5.9.62.893299.89.3.8.0.389149906445445.1524097779977.2,9.3.39.285432.48.1.3.7.48481611569.7667722617384.0,3.8.012.389159.2.257.1.6686405839.1243804398.697715,7.0.547.888212.1.136.3.6761263434.9918017517.94394,9.2.77.019222.70.1.9.7.842805704923254.5215211659879.4,6.8.75.053722.83.6.1.1.26796949459.1863270421122.1,5.9.48.531797.78.6.5.1.964744678298787.8055461646453.6,3.1.80.737203.80.6.8.6.27856698559.6663546001090.3,7.8.207.002770.5.420.0.5279118950.7196677974.744402,5.6.72.811468.59.0.3.1.71658864142.7399589846650.7,0.5.319.589102.5.939.5.8083367945.5439999371.484964,7.6.209.876405.1.315.8.5317083833.5990928031.68279
48,9.6.74.576589.11.7.1.2.45716838035.8852410314425.7,2.9.17.642868.35.0.8.5.85340683739.0119183092298.7,2.9.55.358345.34.4.8.3.264487685832997.9342604916694.1,5.9.04.665681.08.2.0.8.07027873917.1229786955295.2,9.4.75.631373.40.9.1.9.041770100627044.3457587963436.5,7.8.07.092945.04.4.7.8.679561002674907.7030621651073.8,6.0.47.812998.80.6.5.9.93538926557.2738360484933.4,0.1.093.165697.4.159.8.5913156447.1466155591.21080,0.3.617.132905.4.231.9.2915544091.3211433750.837461,5.7.48.261385.03.1.8.9.53894190498.5595368009057.0,5.0.34.882461.12.5.3.3.229243393611170.6040260299280.4,9.8.37.335937.47.0.4.3.94930701702.2168633554919.5,6.4.85.742309.08.0.8.5.85612516878.6471092944189.7,7.1.63.771885.72.7.0.6.89494312962.9624056011398.0,7.2.52.354636.29.9.6.6.118569345312116.4368339289621.8
49,7.9.78.190864.10.381808308986.7206.0256736673887,2.5.302.213010.4.983.1.0708290879.9074230260.461408,3.1.99.007067.80.3.2.2.065756797228122.8531920124524.1,8.2.52.157674.33.2.1.3.14369435047.3882202166392.0,4.8.460.789351.6.746.7.8149926400.3184600568.35454,4.0.98.173188.42.0.1.9.60092385330.9881425308529.4,3.1.56.910350.34.1.2.6.93960668783.1393230793078.7,4.1.87.623496.69.6.7.3.474896161792000.5353614381715.2,3.0.05.130958.73.1.8.7.83191863485.8062280117717.5,9.6.88.102282.71.6.9.5.07535446183.1011243291366.9,5.1.49.310767.61.7.7.9.59731330882.4489112473076.2,2.8.151.586360.7.940.7.2520095176.0167693549.323646,9.8.78.415159.25.448142089714.0425.7718659250297,0.5.67.298769.12.2.2.8.543453034074132.7276852987029.7,8.6.66.151999.09.8.4.4.08072345822.4870071076763.6
50,1.0.159.856196.2.753.3.0306824490.2478238973.76894,7.9.34.321736.87.7.8.3.48063998544.6833762880961.7,1.3.07.215993.03.5.8.5.29083342120.6758182968384.2,6.6.37.191914.04.2.3.9.26226801620.2823516119754.7,4.1.98.369308.69.1.6.8.74075033517.1032424292114.9,2.5.72.852550.80.7.6.0.48746407925.6049349620505.3,3.0.49.416977.11.4.5.3.63699346503.0195969662511.8,3.7.16.451039.13.7.5.5.55354281672.2143201068148.4,9.6.95.485343.73.4.6.1.419138809864308.3339940113956.0,5.8.98.393079.19.8.2.5.031788057612881.1668127688613.3,2.7.879.799551.5.430.2.7799567817.5952703961.148593,6.0.40.870187.57.8.2.2.03014309398.2417687885154.3,6.8.825.958583.3.995.3.9170889997.6219099957.939160,2.0.18.686189.64.9.5.9.17112274123.9411963679790.5,1.2.63.461309.41.3.6.9.837080871579654.6008924565466.4
51,6.1.44.724112.88.4.0.3.733531577291734.1526116657758.7,2.3.73.837123.54.7.0.8.36562983311.8949405630000.2,5.7.93.795835.61.6.1.4.24428658168.1306608163762.1,0.2.28.340971.90.8.9.8.73602732934.8467033096889.4,5.9.36.629868.15.5.4.7.03956778795.0883655737117.5,7.1.82.993627.41.9.8.4.977347631519938.9228560593695.7,3.3.120.359456.4.858.5.9731824833.6686323057.949631,8.7.65.113607.68.9.9.3.825591216205107.6792775946239.1,8.9.10.966343.94.9.2.7.343063103093702.4286927913831.1,0.3.932.139832.3.867.2.7460148422.3409236748.976885,2.7.55.594357.87.3.7.6.39850486079.7860211029376.5,0.5.85.229603.71.9.8.4.242229392328266.7346879105225.6,5.6.40.892499.48.0.5.4.962290328501311.8333891239867.0,0.2.84.724813.82.696580235194.5082.8148549425541,5.1.09.415321.41.5.4.3.95668212515.3010677372494.3
52,9.3.43.574751.56.3.5.0.03123396230.5544114108528.1,0.6.36.645439.07.2.9.9.46367178838.8367478014217.0,6.2.78.775240.05.0.6.9.24687291010.2322741427979.4,0.2.34.008674.45.0.6.9.53057707716.1416366045591.0,7.1.39.956541.27.4.8.5.697248308995519.9393443804664.7,8.1.45.722833.70.2.0.8.79736927130.8152582573301.8,8.1.27.014183.26.5.7.0.50822110366.1893501171057.9,8.7.81.447195.56.0.7.7.11819992398.6472547967988.0,7.7.19.582232.96.7.6.6.222888431784521.7112074703761.2,9.3.50.545476.47.3.9.1.64835696389.7596628001460.9,9.6.31.466252.35.5.1.4.15689160797.2391817668641.0,0.3.60.186031.79.7.1.8.756024353926787.1481631563993.7,2.1.118.878019.2.283.0.5068882361.8576690447.811455,9.2.53.684387.59.8.1.1.20695559776.3260011124078.4,6.7.28.871576.62.5.0.6.047208940097156.0087029077810.9
53,7.5.61.460258.64.1.8.8.27970729787.5727820765081.1,1.2.111.253045.2.358.2.5374439530.0882311779.011295,1.9.978.817511.3.079.7.1887898467.6640738157.123084,2.7.25.847591.85.5.7.8.37936492899.6182229341835.4,6.6.64.187880.32.9.8.7.29173492638.2356353095068.2,3.8.498.097731.7.717.9.0164722227.3141101239.858909,0.3.73.086594.58.7.4.4.047559169400906.5843242049973.3,3.6.99.085996.58.7.2.9.77546345581.4606723435555.3,4.8.19.002862.87.0.1.2.528569003174049.7064543941907.6,4.6.85.938530.20.7.1.0.05303762106.9383595518248.4,0.9.99.816566.68.9.2.3.56502382872.3032203347423.6,5.3.94.864598.19.9.2.2.35501421267.6771942600983.0,6.4.274.706691.3.383.2.4398656548.4012318014.463018,4.0.46.047228.73.6.1.0.16203567233.1602490688639.5,6.5.284.919889.6.967.2.9249801305.1536800477.688091
54,5.1.673.715671.3.025.9.5192038259.1813695148.896782,0.2.38.687618.98.3.4.6.95460154571.3792724420615.5,8.9.94.354211.55.2.3.7.94740711314.7810467109538.9,8.4.357.370154.5.721.8.2190307290.0294204426.922488,1.2.27.634640.42.7.9.2.62974057891.3059451706571.3,8.6.60.884322.46.9.1.5.79343986755477.2586073555872.1,3.0.903.236169.8.230.3.6344244446.1248367861.289264,7.0.01.621696.70.0.8.2.53928608817377.9515937316159.9,4.4.949.511038.3.385.4.9378274766.9341921966.945281,3.2.05.448156.16.253373439026.2543.2657781962055,5.1.60.034818.82.9.1.5.98951829253.1593412536415.6,9.7.86.445596.12.9.8.1.896054002843926.4842890816067.4,5.1.91.403219.96.4.6.7.44494660883.3002478458982.4,6.8.435.071151.6.654.1.9808635529.3112727169.359309,5.0.914.971430.7.727.7.4864416680.6102358332.106328
55,7.1.222.582233.9.979.9.0602173322.1544932005.159314,9.8.53.266217.69.5.1.5.05155665558.1902690736286.3,6.0.512.282150.9.021.6.5340220372.6972455341.961482,2.6.835.115171.8.948.0.3078622486.0642063287.290925,6.6.05.660835.94.032487261326.9148.0813152682760,9.3.403.148393.2.191.2.4460046727.4640797427.986416,2.2.992.955320.4.230.5.8138470460.1035940079.119110,2.4.24.711665.50.4.3.4.989885665444573.7623020726560.7,1.2.27.634640.42.7.9.2.62974057891.3059451706571.3,1.7.64.529923.37.8.9.3.70576475200.8111797463996.9,0.0.17.741894.19.3.8.5.02175076720.7796774210644.8,5.8.233.133268.6.213.9.8655531818.5000009756.899933,3.3.89.812580.62.7.5.8.925013874717795.1610204841966.5,8.1.604.193576.4.434.8.8120932283.6510605529.877274,7.6.05.967268.07.4.3.9.75111055290.9291280551508.1
56,4.7.73.091173.00.251266666153.7078.2020803405920,0.8.697.991175.8.342.3.7008172665.9734092368.462198,9.3.68.671612.90.8.0.5.89779741544.7945272532656.6,9.5.02.681463.27.9.7.6.77951224753.1630678072731.6,2.7.80.695057.12.8.7.5.39131294416996.8287208187954.8,7.6.43.333824.69.9.2.7.16478236699.0183974772946.5,0.5.302.354728.7.368.5.2280055530.3750779574.503445,0.2.28.340971.90.8.9.8.73602732934.8467033096889.4,1.2.87.546408.29.2.7.1.29412025862.1828378728563.0,3.1.53.494354.86.2.6.1.35565853189.1996535583140.3,6.2.52.628736.04.0.7.2.812894137726024.7121381172976.8,6.6.76.346136.75.0.2.9.04311393464.6161493503783.7,5.9.35.886417.01.2.7.8.68332827571.1231121489436.3,9.2.531.747087.8.112.3.6445221030.3611426535.946590,7.7.453.306452.5.253.4.2895036817.4401904367.045381
57,3.7.871.369091.8.705.6.6339603095.2360677475.638635,2.6.17.610799.55.7.1.0.339237369421408.1336465938288.0,1.6.32.228144.37.1.8.8.857423017978590.1003218911639.6,8.8.487.832944.6.987.1.2917237593.0313584303.057591,2.2.232.556060.7.839.3.6283745344.4929613259.54566,9.8.999.172567.6.204.2.8978027741.1832473466.861210,4.2.007.341826.6.099.8.9893341961.9233396104.571053,4.6.10.156464.11.4.0.8.21764217919.8431038351706.6,3.4.82.661739.53.0.2.5.06257611926.2717204500691.7,1.8.21.608811.14.9.5.0.581652606450364.6641959103866.1,5.2.74.078988.24.2.5.1.333325038028184.8320891404486.6,0.3.343.247924.0.330.1.1461955728.1175904128.387180,9.9.85.254795.71.1.3.3.90113241723093.4119274841451.2,8.2.72.877496.80.8.6.8.970927717087140.4698134382815.5,2.8.14.105163.93.3.0.0.881689708386278.4989150425061.3
